_Co_Number,_W_Weight,_Y_treated,_Y_synthetic,_time
ISNE,0.639,92.1530990600586,107.65621792602539,708.0
NYIS,0.179,91.70709991455078,109.67558563232421,709.0
SWPP,0.182,89.82319641113281,98.05221279907228,710.0
,,89.38379669189453,76.5108512954712,711.0
,,91.6134033203125,93.22927761077881,712.0
,,107.88030242919922,96.55688679504395,713.0
,,111.89689636230469,115.30570071411132,714.0
,,123.7853012084961,103.2538476486206,715.0
,,120.3760986328125,97.84713790130616,716.0
,,91.59400177001953,94.60995176696777,717.0
,,94.36979675292969,100.07822747802734,718.0
,,95.41680145263672,107.22416305541992,719.0
,,99.19750213623047,102.47771875000001,720.0
,,96.34100341796875,106.70231596374512,721.0
,,93.03199768066406,94.9405414276123,722.0
,,89.41290283203125,90.17951989746093,723.0
,,88.69869995117188,87.60635298156738,724.0
,,104.93329620361328,89.84592162322998,725.0
,,120.1144027709961,110.65149333953858,726.0
,,113.59989929199219,105.95863166809083,727.0
,,96.13739776611328,93.19508018493651,728.0
,,96.56719970703125,94.5349292755127,729.0
,,96.54129791259766,94.88580499267579,730.0
,,99.80829620361328,104.40023297119141,731.0
,,102.32879638671875,108.59961629486084,732.0
,,89.57119750976562,110.18833073425293,733.0
,,95.93379974365234,96.7690976715088,734.0
,,94.9384994506836,91.50684693145752,735.0
,,101.47570037841797,89.42134862518311,736.0
,,108.61710357666016,96.19580175018311,737.0
,,123.42009735107422,99.37433112335205,738.0
,,128.17999267578125,103.82994082641602,739.0
,,105.1239013671875,97.0114755859375,740.0
,,96.85150146484375,92.10976479339601,741.0
,,100.32530212402344,98.343827003479,742.0
,,101.9926986694336,103.65593772125244,743.0
,,107.10479736328125,101.81442124176024,744.0
,,106.20970153808594,106.46954662322999,745.0
,,104.21910095214844,95.6579157333374,746.0
,,103.23999786376953,91.16498509979247,747.0
,,109.89669799804688,88.1267745513916,748.0
,,124.2699966430664,96.48131649017334,749.0
,,140.4237060546875,110.68003874206543,750.0
,,136.36830139160156,109.3419785232544,751.0
,,114.17829895019531,92.67070431518555,752.0
,,105.00759887695312,88.93652570343016,753.0
,,108.37789916992188,95.30081726074218,754.0
,,108.5427017211914,104.85775341033936,755.0
,,109.74479675292969,102.7944213256836,756.0
,,111.01480102539062,103.69017761993408,757.0
,,110.58820343017578,97.75324644470216,758.0
,,108.83679962158203,83.97990345001222,759.0
,,111.74829864501953,85.08608464813233,760.0
,,124.54139709472656,91.70572519683837,761.0
,,147.21290588378906,111.07331653594971,762.0
,,151.8112030029297,107.20899132537842,763.0
,,134.47470092773438,90.03713845825196,764.0
,,112.70480346679688,90.941729637146,765.0
,,114.70179748535156,97.99983184814454,766.0
,,117.31600189208984,102.85308605194092,767.0
,,123.58489990234375,92.76061135101318,768.0
,,117.09300231933594,102.56420729064942,769.0
,,116.94439697265625,88.94347531127929,770.0
,,117.44529724121094,84.45598830413817,771.0
,,120.63140106201172,88.47981419372559,772.0
,,139.90029907226562,92.45520817565918,773.0
,,128.93609619140625,114.79692184448243,774.0
,,157.26260375976562,105.8277253036499,775.0
,,130.13819885253906,94.6401227798462,776.0
,,124.48320007324219,71.73263243103028,777.0
,,123.10669708251953,95.95953757476806,778.0
,,123.533203125,107.32825061035157,779.0
,,126.1635971069336,90.87183797454834,780.0
,,124.98410034179688,105.51874899291992,781.0
,,124.3313980102539,88.75032317352294,782.0
,,125.30400085449219,74.81917307662964,783.0
,,123.95330047607422,76.16093408966064,784.0
,,143.93299865722656,92.3465314102173,785.0
,,153.5238037109375,106.67314013671876,786.0
,,159.6376953125,92.60788626098633,787.0
,,140.85679626464844,89.62529679870605,788.0
,,130.70370483398438,90.82748514556884,789.0
,,126.07630157470703,94.98782222747803,790.0
,,133.56019592285156,115.38679638671876,791.0
