_Co_Number,_W_Weight,_Y_treated,_Y_synthetic,_time
ERCO,0.333,108.21659851074219,98.37754354858399,708.0
NYIS,0.0,109.42510223388672,99.43976477050781,709.0
SWPP,0.667,96.97799682617188,93.81546152496338,710.0
,,93.63469696044922,90.88795110321045,711.0
,,92.13420104980469,91.23060805511476,712.0
,,94.14830017089844,99.83127667236329,713.0
,,114.84290313720703,109.94065241241456,714.0
,,99.17340087890625,112.64600122833252,715.0
,,94.02739715576172,109.01508954620363,716.0
,,92.99019622802734,92.87177046203614,717.0
,,98.24690246582031,100.27788542938234,718.0
,,106.18240356445312,101.66592156219482,719.0
,,99.74739837646484,104.4268458480835,720.0
,,105.6688003540039,100.9999937362671,721.0
,,93.09089660644531,93.3420230178833,722.0
,,88.84110260009766,87.88513636016846,723.0
,,85.53810119628906,87.75583068084717,724.0
,,85.63880157470703,98.82424548339844,725.0
,,106.68589782714844,113.26531241607667,726.0
,,103.51370239257812,108.32626261138918,727.0
,,91.49970245361328,93.46526565551758,728.0
,,93.08080291748047,93.40281719970704,729.0
,,93.2218017578125,94.77334996795655,730.0
,,102.9800033569336,103.90781299591065,731.0
,,105.07460021972656,108.85326161956789,732.0
,,110.69390106201172,98.63712957763673,733.0
,,95.44730377197266,96.70118153381348,734.0
,,89.0426025390625,94.51368591308594,735.0
,,86.66590118408203,93.6895419921875,736.0
,,96.17240142822266,96.8671621246338,737.0
,,94.92369842529297,111.82197025299074,738.0
,,98.3677978515625,117.89285908508302,739.0
,,95.09490203857422,99.25890470123292,740.0
,,88.97209930419922,94.68248435211183,741.0
,,96.49469757080078,100.00814228057862,742.0
,,103.43319702148438,99.2185156402588,743.0
,,95.6990966796875,112.69085620880128,744.0
,,103.78559875488281,108.19529263305665,745.0
,,92.48660278320312,101.21053260040284,746.0
,,87.41110229492188,97.12394494628907,747.0
,,82.1343002319336,101.17380744171143,748.0
,,93.41310119628906,109.17532030487061,749.0
,,108.0353012084961,121.7843861694336,750.0
,,104.52079772949219,123.76053479766846,751.0
,,88.29730224609375,104.11580561828615,752.0
,,83.62470245361328,99.09457914733888,753.0
,,91.6104965209961,102.98093527221681,754.0
,,101.90249633789062,109.45475827026368,755.0
,,99.9186019897461,107.59359046173097,756.0
,,101.1875,108.62467019653322,757.0
,,93.24189758300781,106.93217609405518,758.0
,,76.02149963378906,101.41762557983398,759.0
,,77.8644027709961,101.3334970855713,760.0
,,86.16239929199219,109.7996294631958,761.0
,,108.21659851074219,121.95501347351075,762.0
,,102.02330017089844,130.24502572631837,763.0
,,83.75559997558594,111.61687778472901,764.0
,,86.83709716796875,102.0774882736206,765.0
,,94.53089904785156,107.39681625366211,766.0
,,100.1803970336914,109.16679280853272,767.0
,,110.89530181884766,121.40821395874023,768.0
,,98.79070281982422,110.10050431823731,769.0
,,80.60359954833984,110.29087452697755,770.0
,,74.44049835205078,107.11400299072267,771.0
,,81.2177963256836,108.32058157348634,772.0
,,84.20880126953125,118.1721756286621,773.0
,,115.185302734375,114.2955143814087,774.0
,,101.63059997558594,128.82518964385986,775.0
,,88.1260986328125,114.01907968139649,776.0
,,82.14430236816406,111.97321488952636,777.0
,,90.81490325927734,110.52974829864502,778.0
,,103.78559875488281,118.15578024291993,779.0
,,106.7665023803711,125.01382206726075,780.0
,,98.1260986328125,119.34421719360353,781.0
,,78.15640258789062,114.37548972320558,782.0
,,60.74470138549805,112.84904093170167,783.0
,,62.42649841308594,110.92011986541749,784.0
,,85.02449798583984,120.35741976165772,785.0
,,97.44129943847656,133.7364440689087,786.0
,,82.00330352783203,132.52574726867675,787.0
,,79.23400115966797,120.57799534606934,788.0
,,83.44339752197266,113.42786949157716,789.0
,,86.99829864501953,116.81827216339111,790.0
,,114.6415023803711,118.83070249176026,791.0
