year_month,avg_demand_mwh,min_demand_mwh,n_hours,zone
2021-06,4169.674230902899,2575.316907,690,SOUTH
2021-07,4137.133900002805,2895.641313,713,SOUTH
2021-08,4414.416379633941,3112.984342,713,SOUTH
2021-09,4186.114001185507,2551.850289,690,SOUTH
2021-10,3767.5559832903223,2283.627276,713,SOUTH
2021-11,3076.1905559724637,2318.172579,690,SOUTH
2021-12,3178.688935677419,2381.537375,713,SOUTH
2022-01,3373.9410058990184,2389.300348,713,SOUTH
2022-02,3569.337590927019,2301.030847,644,SOUTH
2022-03,3196.2697108651687,2331.412718,712,SOUTH
2022-04,3709.3591481434783,2379.897175,690,SOUTH
2022-05,4375.741143697054,2831.138833,713,SOUTH
2022-06,4603.448920862319,3220.94486,690,SOUTH
2022-07,4812.390529211781,3260.421759,713,SOUTH
2022-08,4599.91314187237,3163.710416,713,SOUTH
2022-09,4255.512206108695,2800.272187,690,SOUTH
2022-10,3689.5066594852738,2467.146815,713,SOUTH
2022-11,3559.9000047753625,2562.621161,690,SOUTH
2022-12,3554.617328058989,2408.62372,712,SOUTH
2023-01,3313.5556184403927,2437.766414,713,SOUTH
2023-02,3664.9078817329196,2548.648448,644,SOUTH
2023-03,3647.5282988693816,2555.686497,712,SOUTH
2023-04,3575.7255415768113,2404.324413,690,SOUTH
2023-05,4036.1149048681623,2521.137072,713,SOUTH
2023-06,4840.848243931884,2919.067131,690,SOUTH
2023-07,4978.569826546985,3554.00931,713,SOUTH
2023-08,5118.85918357223,3491.773313,713,SOUTH
2023-09,4967.205629795652,3495.861471,690,SOUTH
2023-10,3910.2735300897616,2626.549456,713,SOUTH
2023-11,3329.7825588608694,2598.04779,690,SOUTH
2023-12,3255.9471781346424,2641.208979,713,SOUTH
2024-01,3629.8186706002803,2564.535875,713,SOUTH
2024-02,3278.840026143928,2494.170198,667,SOUTH
2024-03,3579.1368644817417,2657.914942,712,SOUTH
2024-04,4013.62817257971,2743.962949,690,SOUTH
2024-05,4867.440082555399,3360.902196,713,SOUTH
2024-06,4902.8974030028985,3482.882311,690,SOUTH
2024-07,4650.162111612904,3316.656395,713,SOUTH
2024-08,5097.946818879383,3684.408554,713,SOUTH
2024-09,4514.638154392754,3161.330967,690,SOUTH
2024-10,4246.81129959467,2965.639181,713,SOUTH
2024-11,3831.8322482913045,2776.899884,690,SOUTH
2024-12,3531.1736162762977,2785.509041,713,SOUTH
2025-01,4076.1278562566617,2785.391782,713,SOUTH
2025-02,4003.094468484472,2851.810946,644,SOUTH
2025-03,3804.907614422753,2784.114808,712,SOUTH
2025-04,4092.3129090521743,2738.220882,690,SOUTH
2025-05,4632.287633234221,3048.552335,713,SOUTH
2025-06,4912.9125331260875,3620.625282,690,SOUTH
2025-07,4916.181136611501,3483.034505,713,SOUTH
2025-08,5236.574535960729,3869.859583,713,SOUTH
2025-09,4949.931221530434,3533.052118,690,SOUTH
2025-10,4637.549875798037,3096.838892,713,SOUTH
2025-11,4068.4383948985505,2941.129189,690,SOUTH
2025-12,3921.5970813702666,3066.740372,713,SOUTH
2019-01,1255.2517370476858,937.870857,713,WEST
2019-02,1180.4042257795031,902.738607,644,WEST
2019-03,1140.055071855337,879.438391,712,WEST
2019-04,1184.2404713449275,931.072204,690,WEST
2019-05,1191.770250286115,890.453608,713,WEST
2019-06,1362.4701293768117,934.518103,690,WEST
2019-07,1479.0351682286116,1046.910031,713,WEST
2019-08,1599.7595810687237,1133.354965,713,WEST
2019-09,1466.9170201666666,1062.998255,690,WEST
2019-10,1223.5249961220195,912.528902,713,WEST
2019-11,1197.0064666913042,927.090878,690,WEST
2019-12,1245.8524539382888,967.704971,713,WEST
2020-01,1218.4257730575036,969.86106,713,WEST
2020-02,1274.3793085787106,975.181467,667,WEST
2020-03,1095.5120718258427,896.562402,712,WEST
2020-04,1065.5175967985508,849.533163,690,WEST
2020-05,1144.2022174782608,808.206631,713,WEST
2020-06,1308.0683900246377,872.473343,690,WEST
2020-07,1483.4314306030856,1009.329781,713,WEST
2020-08,1493.4814359018233,1029.104637,713,WEST
2020-09,1199.4560435144926,825.573456,690,WEST
2020-10,1116.3334435315567,826.531465,713,WEST
2020-11,1020.0224983014492,824.254684,690,WEST
2020-12,1189.166098692847,879.629875,713,WEST
2021-01,1213.8881985792425,868.941656,713,WEST
2021-02,1251.9807305046584,827.451694,644,WEST
2021-03,1088.4697524325843,831.245421,712,WEST
2021-04,1009.9017725942028,796.642,690,WEST
2021-05,1126.153837262272,851.992854,713,WEST
2021-06,1378.7712229797103,897.245605,690,WEST
2021-07,1359.5585567307153,975.212061,713,WEST
2021-08,1398.798874312763,978.456755,713,WEST
2021-09,1310.5964355449275,877.936134,690,WEST
2021-10,1115.893024826087,823.362914,713,WEST
2021-11,1057.8940594173914,834.19599,690,WEST
2021-12,1093.4658836058907,883.169665,713,WEST
2022-01,1264.4693644193549,916.121914,713,WEST
2022-02,1314.256120052795,865.507662,644,WEST
2022-03,1112.4641249831461,866.073298,712,WEST
2022-04,1160.567280937681,856.665851,690,WEST
2022-05,1338.2773540546984,900.882889,713,WEST
2022-06,1467.2692490913043,977.091674,690,WEST
2022-07,1579.3561655652172,1068.6045,713,WEST
2022-08,1489.939731077139,1064.223496,713,WEST
2022-09,1322.0864143811596,934.290727,690,WEST
2022-10,1118.0406495876578,880.283589,713,WEST
2022-11,1163.0673783695652,890.056626,690,WEST
2022-12,1248.4704920323034,909.933088,712,WEST
2023-01,1237.8471420631136,947.336956,713,WEST
2023-02,1161.4541717515528,735.793806,644,WEST
2023-03,1120.9720949789325,906.105037,712,WEST
2023-04,1132.0003294942028,913.28921,690,WEST
2023-05,1225.2390658429172,935.329277,713,WEST
2023-06,1458.1827531637682,942.557136,690,WEST
2023-07,1580.0622411178122,1066.308334,713,WEST
2023-08,1688.2329631009818,1160.136959,713,WEST
2023-09,1510.4737774014493,1051.050588,690,WEST
2023-10,1235.0479059901822,951.358275,713,WEST
2023-11,1163.8053177362317,938.611132,690,WEST
2023-12,1249.159739820477,1028.258886,713,WEST
2024-01,1398.222002245442,1074.668613,713,WEST
2024-02,1183.783278106447,969.678686,667,WEST
2024-03,1160.2770612008426,948.978719,712,WEST
2024-04,1195.8949503043477,826.882621,690,WEST
2024-05,1350.530552737728,955.767682,713,WEST
2024-06,1605.6629331826086,1062.323123,690,WEST
2024-07,1578.7618291430576,1133.751917,713,WEST
2024-08,1660.0844151430576,1147.175662,713,WEST
2024-09,1406.60673842029,1019.3541,690,WEST
2024-10,1291.659322521739,1008.419642,713,WEST
2024-11,1155.5433986536232,961.851144,690,WEST
2024-12,1210.3424833674615,994.021807,713,WEST
2025-01,1413.078616743338,1022.305936,713,WEST
2025-02,1300.3480284518635,965.0502,644,WEST
2025-03,1136.9193319185395,927.340544,712,WEST
2025-04,1226.7571687753623,988.228105,690,WEST
2025-05,1325.7688608962133,982.726678,713,WEST
2025-06,1533.1135783898549,1081.629602,690,WEST
2025-07,1539.2849088962132,1088.728576,713,WEST
2025-08,1616.8842301037869,1178.844423,713,WEST
2025-09,1466.6882110014492,1103.154609,690,WEST
2025-10,1379.8000118036466,1055.813098,713,WEST
2025-11,1313.8143897826087,1091.5295,690,WEST
2025-12,1382.2298568162694,1137.238446,713,WEST
